"Name","Address","Description","Longitude","Latitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID","Bundesland","Link",""
"Kreuzigung Christi","Hersbruck","gekreuzigte Christus mit Stephaton und/oder Longinus  Bibel · Christus · Golgatha · Johannes 19 · Kalvarienberg · Kreuzigung · Kreuzigungsgruppe · Longinus (Heiliger) · Lukas 23 · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi · Stephaton · Tod · letzte Stunden","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2640",""
"Kreuzigung Christi","München","die Kreuzigung Christi: der Kreuzestod; Golgatha (Matthäus 27:45-58; Markus 15:33-45; Lukas 23:44-52; Johannes 19:25-38) (+ Engel)  Bibel · Christus · Engel · Golgatha · Johannes 19 · Kalvarienberg · Kreuzigung · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Tod · letzte Stunden","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2781",""
"Anbetung der Könige","Pollenfeld","die Anbetung durch die Heiligen Drei Könige: sie reichen dem Christuskind ihre Geschenke (Gold, Weihrauch und Myrrhe)  Anbetung · Balthasar · Bibel · Christus · Christuskind · Geschenk · Gewürz · Gold · Heilige Drei Könige · Joseph (Heiliger) · Kaspar · Kindheit (frühe) · König · Magier · Maria (Jungfrau) · Matthäus 02 · Melchior · Myrrhe · Neues Testament · Opfergabe · Weihrauch · anbieten · darbieten · drei","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3066",""
"Opferung Isaaks","München","das Isaakopfer (Genesis 22)  Abraham · Altes Testament · Bibel · Genesis · Genesis 22 · Isaak · Menschenopfer · Patriarch · Sohn · Vater · Vater und Sohn","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2786",""
"Böhmisches Wappen","Hersbruck","Wappenschild, heraldisches Symbol  Adel · Gemeinschaft · Gesellschaft · Klasse · Kultur · Patriziat · Rittertum · Schichtung · Zivilisation · soziale Schichtenbildung","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2670",""
"Wimperg (Architekturbekrönung)","Pollenfeld","architektonische Details  Architektur · Berufe · Gesellschaft · Künstler · Kultur · Kunst · Zivilisation","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3061",""
"Opferung Isaaks","München","das Isaakopfer (Genesis 22)  Abraham · Altes Testament · Bibel · Genesis · Genesis 22 · Isaak · Menschenopfer · Patriarch · Sohn · Vater · Vater und Sohn","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2752",""
"Maria als Himmelskönigin mit den Zeichen des apokalyptischen Weibes, Salvator mundi, musizierende Engel","Hersbruck","Madonna (in einer Mandorla) auf der Mondsichel (manchmal als Himmelskönigin bezeichnet)  Brust · Busen · Christuskind · Darstellungsform · Halbfigur · Himmel · Himmelskönigin · Königin · Luft (in der) · Madonna (Maria mit Kind) · Mandorla · Maria (Jungfrau) · Mondsichel · Mondsichelmadonna · Religion · Typ(us) · christliche Religion · schweben · stehen · übernatürlich · zunehmender Mond  die sieben Gaben des Heiligen Geistes als sieben Tauben dargestellt  Geschenk · Heiliger Geist · Religion · Taube · christliche Religion · sieben · übernatürlich  Salvator Mundi, mit Segensgestus, eine Weltkugel in seiner Hand oder zu seinen Füßen  Bart · Christus · Darstellungsform · Erwachsener · Geste · Kugel · Religion · Salvator mundi · Typ(us) · bartlos · christliche Religion · segnen · übernatürlich  singende, musizierende Engel  Engel · Himmel · Religion · christliche Religion · musizieren · singen · übernatürlich","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2644",""
"Christus vor Pilatus","Hersbruck","Christus vor Pontius Pilatus (Matthäus 27:11-26; Markus 15:2-15; Lukas 23:2-7, 23:13-25; Johannes 18:28 - 19:16)  Bibel · Christus · Johannes 18 · Johannes 19 · Lukas 23 · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi · Pilatus, Pontius · Prozess · Richter · schlechter Richter · vor","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2635",""
"Der Hl. Franziskus wird von Räubern überfallen","München","der Gründer des Franziskanerordens, Franz(iskus) von Assisi, mögliche Attribute: Buch, Kruzifix, Lilie, Totenschädel, Stigmata  Buch · Fransziskaner · Franz von Assisi (Heiliger) · Heiliger · Kruzifix · Lilie · Moench · Religion · Stigmata · Totenschaedel · christliche Religion · uebernatuerlich  Räuber  Berufe · Diebstahl · Gesellschaft · Gesetz · Kultur · Rechtsprechung · Verbrecher · Zivilisation · rauben · stehlen","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2775",""
"Geißelung Christi","Hersbruck","Christus wird von Soldaten gegeißelt; dabei ist er in der Regel an eine Säule gebunden (Matthäus 27:26; Markus 15:15; Johannes 19:1)  Bibel · Christus · Geisselung · Johannes 19 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Pfeiler · Soldat · binden · fesseln · foltern","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2656",""
"Wappen Grabner","Nürnberg","Wappenschild, heraldisches Symbol  Adel · Gemeinschaft · Gesellschaft · Klasse · Kultur · Patriziat · Rittertum · Schichtung · Zivilisation · soziale Schichtenbildung","11.06120833333300","49.45907500000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2969",""
"Gottvater in Architekturbekrönung (Verkündigung an Maria)","Pollenfeld","die Verkündigung: Maria, die meistens liest, wird vom Engel Gabriel besucht (manchmal belauscht eine Frau die Unterhaltung)  Bibel · Christus · Erzengel · Gabriel · Geburt · Lukas 01 · Maria (Jungfrau) · Neues Testament · Unterhaltung · Verkündigung · belauschen · besuchen · lesen  Gottvater  Gott · Gottvater · Religion · christliche Religion · übernatürlich  architektonische Details  Architektur · Berufe · Gesellschaft · Künstler · Kultur · Kunst · Zivilisation","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3055",""
"Christus zum zweiten Mal vor Pilatus","Pollenfeld","Christus vor Pontius Pilatus (Matthäus 27:11-26; Markus 15:2-15; Lukas 23:2-7, 23:13-25; Johannes 18:28 - 19:16)  Bibel · Christus · Johannes 18 · Johannes 19 · Lukas 23 · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi · Pilatus, Pontius · Prozess · Richter · schlechter Richter · vor","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3040",""
"Sternengewölbe, Spitzbogenarkade mit Krabben (Architekturbekrönung)","Pollenfeld","architektonische Details  Architektur · Berufe · Gesellschaft · Künstler · Kultur · Kunst · Zivilisation","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3068",""
"Die Kreuzabnahme des toten Königs von Ai","München","der Leichnam des Königs von Ai wird von dem Baum abgenommen, an dem man ihn erhängt hat; er wird vor das Stadttor geworfen und mit einem großen Steinhaufen bedeckt  Ai · Ai (Koenig von) · Altes Testament · Bibel · Israeliten · Josua · Josua 08 · Kanaan · Koenig · Kriegslist · Leichnam · Stadttor · Stein · erhaengen · erobern · vor","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2788",""
"Grablegung Christi","Hersbruck","Grablegung Christi (möglicherweise durch Engel)  Begräbnis · Bibel · Christus · Engel · Grab · Höhle · Johannes 19 · Leichnam · Lukas 23 · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2641",""
"Maria als Himmelskönigin mit den Zeichen des apokalyptischen Weibes, Gaben des hl. Geistes","Hersbruck","Madonna (in einer Mandorla) auf der Mondsichel (manchmal als Himmelskönigin bezeichnet)  Brust · Busen · Christuskind · Darstellungsform · Halbfigur · Himmel · Himmelskönigin · Königin · Luft (in der) · Madonna (Maria mit Kind) · Mandorla · Maria (Jungfrau) · Mondsichel · Mondsichelmadonna · Religion · Typ(us) · christliche Religion · schweben · stehen · übernatürlich · zunehmender Mond  die sieben Gaben des Heiligen Geistes als sieben Tauben dargestellt  Geschenk · Heiliger Geist · Religion · Taube · christliche Religion · sieben · übernatürlich","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2646",""
"Kreuztragun Christi (Soldaten)","Hersbruck","die Kreuztragung: Christus trägt das Kreuz (allein oder mit der Hilfe des Simon von Kyrene)  Bibel · Christus · Golgatha · Johannes 19 · Kalvarienberg · Kreuz · Kreuztragung · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Prozession · tragen","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2659",""
"Kreuzigung Christi","Grosshabersdorf","der gekreuzigte Christus mit Maria und Johannes zu beiden Seiten des Kreuzes - DD - die drei Kreuze  Bibel · Christus · Golgatha · Johannes 19 · Johannes der Evangelist (Heiliger) · Kalvarienberg · Kreuz Christi · Kreuzigung · Kreuzigungsgruppe · Lukas 23 · Maria (Jungfrau) · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi · Tod · letzte Stunden","10.79129166666700","49.40245555555600","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2610",""
"Christus als Weltenrichter","Grosshabersdorf","Maria und Johannes der Täufer mit Christus als Weltenrichter (vor dem sie eventuell knien): Deesis (beim Jüngsten Gericht) (+ Stifter, Bittsteller, mit oder ohne Schutzheilige(n))  Bittsteller · Christus · Deesis · Fürsprache einlegen · Heiliger · Johannes der Täufer (Heiliger) · Jüngstes Gericht · Maria (Jungfrau) · Patron · Religion · Richter · Schutzpatron · Stifter · Weltenrichter · Weltgericht · christliche Religion · knien · übernatürlich","10.79129166666700","49.40245555555600","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2609",""
"Engel bei der Auferstehung Christi","München","Christus, der in der Regel eine Fahne hält, steigt aus dem Grab (zusätzlich sind häufig schlafende und/oder erschrockene Soldaten dargestellt)  Apostel · Apostelgeschichte 01 · Auferstehung · Banner · Bibel · Christus · Fahne · Furcht · Grab · Grab (geschlossen) · Johannes 20-21 · Juenger · Lukas 24 · Markus 16 · Matthaeus 28 · Neues Testament · Soldat · offenes Grabmal · schlafen","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2767",""
"Maria als Himmelskönigin","Hersbruck","Madonna (in einer Mandorla) auf der Mondsichel (manchmal als Himmelskönigin bezeichnet)  Brust · Busen · Christuskind · Darstellungsform · Halbfigur · Himmel · Himmelskoenigin · Koenigin · Luft (in der) · Madonna (Maria mit Kind) · Mandorla · Maria (Jungfrau) · Mondsichel · Mondsichelmadonna · Religion · Typ(us) · christliche Religion · schweben · stehen · uebernatuerlich · zunehmender Mond","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2666",""
"Auferstehung Christi","Hersbruck","Christus, der in der Regel eine Fahne hält, steigt aus dem Grab (zusätzlich sind häufig schlafende und/oder erschrockene Soldaten dargestellt)  Apostel · Apostelgeschichte 01 · Auferstehung · Banner · Bibel · Christus · Fahne · Furcht · Grab · Grab (geschlossen) · Johannes 20-21 · Jünger · Lukas 24 · Markus 16 · Matthäus 28 · Neues Testament · Soldat · offenes Grabmal · schlafen","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2648",""
"Ornament Ranken","München","Ornamente in Form von Laubwerk, Ranken, Zweigen  Gesellschaft · Kultur · Kunst · Oeffentlichkeit · Ornament · Pflanze · Zivilisation","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2819",""
"Christus vor Pilatus","München","Christus vor Pontius Pilatus (Matthäus 27:11-26; Markus 15:2-15; Lukas 23:2-7, 23:13-25; Johannes 18:28 - 19:16)  Bibel · Christus · Johannes 18 · Johannes 19 · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Pilatus, Pontius · Prozess · Richter · schlechter Richter · vor","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2761",""
"weibliche Heilige mit Taube","Hersbruck","die Darbringung des Christuskindes im Tempel; in der Regel im Beisein Simeons (und Annas) (Lukas 2:22-39)  Anna (Prophetin) · Bibel · Christus · Christuskind · Joseph (Heiliger) · Kindheit (fruehe) · Lukas 02 · Maria (Jungfrau) · Neues Testament · Simeon (Heiliger) · Tempel · darbringen (jemanden) · vorstellen (jemanden)","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2668",""
"Auferstehung Christi","Hersbruck","Christus, der in der Regel eine Fahne hält, steigt aus dem Grab (zusätzlich sind häufig schlafende und/oder erschrockene Soldaten dargestellt)  Apostel · Apostelgeschichte 01 · Auferstehung · Banner · Bibel · Christus · Fahne · Furcht · Grab · Grab (geschlossen) · Johannes 20-21 · Juenger · Lukas 24 · Markus 16 · Matthaeus 28 · Neues Testament · Soldat · offenes Grabmal · schlafen","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2667",""
"Grablegung Christi","Hersbruck","Grablegung Christi (möglicherweise durch Engel)  Begräbnis · Bibel · Christus · Engel · Grab · Höhle · Johannes 19 · Leichnam · Lukas 23 · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2643",""
"Ornamentscheibe","München","Ornamente in der bildenden Kunst  Gesellschaft · Kultur · Kunst · Oeffentlichkeit · Ornament · Zivilisation","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2783",""
"Christus vor Pilatus","München","Christus vor Pontius Pilatus (Matthäus 27:11-26; Markus 15:2-15; Lukas 23:2-7, 23:13-25; Johannes 18:28 - 19:16)  Bibel · Christus · Johannes 18 · Johannes 19 · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Pilatus, Pontius · Prozess · Richter · schlechter Richter · vor","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2759",""
"Anbetung der Könige","Pollenfeld","die Anbetung durch die Heiligen Drei Könige: sie reichen dem Christuskind ihre Geschenke (Gold, Weihrauch und Myrrhe)  Anbetung · Balthasar · Bibel · Christus · Christuskind · Geschenk · Gewürz · Gold · Heilige Drei Könige · Joseph (Heiliger) · Kaspar · Kindheit (frühe) · König · Magier · Maria (Jungfrau) · Matthäus 02 · Melchior · Myrrhe · Neues Testament · Opfergabe · Weihrauch · anbieten · darbieten · drei","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3065",""
"Opferung Isaaks","München","das Isaakopfer (Genesis 22)  Abraham · Altes Testament · Bibel · Genesis · Genesis 22 · Isaak · Menschenopfer · Patriarch · Sohn · Vater · Vater und Sohn","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2751",""
"Ornament Ranken","München","Ornamente in Form von Laubwerk, Ranken, Zweigen  Gesellschaft · Kultur · Kunst · Oeffentlichkeit · Ornament · Pflanze · Zivilisation","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2818",""
"Kreuztragung Christi","Hersbruck","die Kreuztragung: Christus trägt das Kreuz (allein oder mit der Hilfe des Simon von Kyrene)  Bibel · Christus · Golgatha · Johannes 19 · Kalvarienberg · Kreuz · Kreuztragung · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Prozession · tragen","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2658",""
"Sternengewölbe, Spitzbogenarkade mit Krabben (Architekturbekrönung)","Pollenfeld","architektonische Details  Architektur · Berufe · Gesellschaft · Künstler · Kultur · Kunst · Zivilisation","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3069",""
"Kreuztragung Christi","Hersbruck","die Kreuztragung: Christus trägt das Kreuz (allein oder mit der Hilfe des Simon von Kyrene)  Bibel · Christus · Golgatha · Johannes 19 · Kalvarienberg · Kreuz · Kreuztragung · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Prozession · tragen","11.42968055555600","49.50675000000000","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2657",""
"Christus vor Pilatus","München","Christus vor Pontius Pilatus (Matthäus 27:11-26; Markus 15:2-15; Lukas 23:2-7, 23:13-25; Johannes 18:28 - 19:16)  Bibel · Christus · Johannes 18 · Johannes 19 · Lukas 23 · Markus 15 · Matthaeus 27 · Neues Testament · Passion Christi · Pilatus, Pontius · Prozess · Richter · schlechter Richter · vor","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2780",""
"Geisselung Christi","Pollenfeld","Christus wird von Soldaten gegeißelt; dabei ist er in der Regel an eine Säule gebunden (Matthäus 27:26; Markus 15:15; Johannes 19:1)  Bibel · Christus · Geisselung · Johannes 19 · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi · Pfeiler · Soldat · binden · fesseln · foltern","11.20516111111100","48.94769722222200","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/3041",""
"Lossagung des Hl. Franzsikus von seinem Vater","München","der hl. Franz von Assisi weist sein weltliches Erbe zurück: er steht vor dem Bischof und gibt seinem Vater seine (wertvollen) Kleidungsstücke; der Bischof bedeckt Franziskus mit seinem Mantel  Bischof · Buch · Erbe (Hinterlassenschaft) · Fransziskaner · Franz von Assisi (Heiliger) · Heiliger · Kleidung · Kruzifix · Lilie · Mantel · Moench · Religion · Sohn · Stigmata · Totenschaedel · Vater · Vater und Sohn · asketisch · bedecken · bekleiden · christliche Religion · entsagen · geben · uebernatuerlich · verzichten · vor","11.59111666666700","48.14339166666700","1350-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2771",""
"Evangelist Matthäus","Altshausen","der Apostel und Evangelist Matthäus; mögliche Attribute: Engel, Axt, Buch, Hellebarde, Schreibfeder und Tintenfaß, Geldbörse, Schriftrolle, Winkelmaß, Schwert - Bildnis eines männlichen Heiligen  Apostel · Axt · Beil · Bildnis · Buch · Engel · Evangelist · Geldbeutel · Heiliger · Hellebarde · Matthäus (Heiliger) · Porträt · Religion · Schreibfeder · Schriftrolle · Schwert · Tintenfass · Winkelmass · christliche Religion · übernatürlich  der Engel (eventuell mit Buch) als Symbol des hl. Matthäus  Apokalyptische Wesen · Buch · Engel · Evangelist · Evangelistensymbol · Matthäus (Heiliger) · Religion · Schriftrolle · Symbol · Tier · christliche Religion · übernatürlich · vier  der Heilige Geist als Taube (in Flammen) dargestellt  Flamme · Heiliger Geist · Religion · Taube · christliche Religion · übernatürlich","9.53748611111110","47.93531388888900","1360-01-01","","","","Baden-Württemberg","http://id.corpusvitrearum.de/images/172",""
"Vier Betende","Altshausen","(öffentliches) Gebet  Gott · Kult · Liturgie · Religion · Sakramentalie · beten · christliche Religion · sakramentaler Ritus · übernatürlich  erwachsener Mann  Alter · Biologie · Erwachsener · Leben · Mann · Mensch  Berg, hoher Hügel  Berg · Erde · Hügel · Landschaft · Natur · Welt · gemäßigte Zone · ideale Landschaft","9.53748611111110","47.93531388888900","1360-01-01","","","","Baden-Württemberg","http://id.corpusvitrearum.de/images/170",""
"Evangelist Johannes","Altshausen","Johannes der Evangelist, Apostel; mögliche Attribute: Buch, Kessel, Kelch mit Schlange, Adler, Palme, Schriftrolle  Adler · Apostel · Buch · Evangelist · Heiliger · Johannes der Evangelist (Heiliger) · Kelch · Kessel · Palmwedel · Religion · Schlange · Schriftrolle · christliche Religion · übernatürlich  Adler (eventuell mit Buch) als Symbol des Evangelisten Johannes  Adler · Apokalyptische Wesen · Buch · Evangelist · Evangelistensymbol · Johannes der Evangelist (Heiliger) · Religion · Schriftrolle · Symbol · Tier · christliche Religion · übernatürlich · vier  der Heilige Geist als Taube (in Flammen) dargestellt  Flamme · Heiliger Geist · Religion · Taube · christliche Religion · übernatürlich","9.53748611111110","47.93531388888900","1360-01-01","","","","Baden-Württemberg","http://id.corpusvitrearum.de/images/173",""
"Moses und Aaron","Altshausen","Moses erklärt Aaron den Vorfall  Aaron · Abihu · Altes Testament · Bibel · Israeliten · Leviticus · Leviticus 10 · Moses · Nadab · Sünde · erklären","9.53748611111110","47.93531388888900","1360-01-01","","","","Baden-Württemberg","http://id.corpusvitrearum.de/images/169",""
"Augustus und die tiburtinische Sibylle","Altshausen","die Tiburtinische Sibylle und Augustus; die Sibylle offenbart dem Kaiser eine Madonnenvision im Himmel  Augustus (Kaiser) · Himmel · Kaiser · Madonna (Maria mit Kind) · Religion · Sibylla Tiburtina · Sibylle · Vision · christliche Religion · offenbaren · übernatürlich","9.53748611111110","47.93531388888900","1360-01-01","","","","Baden-Württemberg","http://id.corpusvitrearum.de/images/171",""
"Anbetung der Könige","Markt Erlbach","die Anbetung durch die Heiligen Drei Könige: sie reichen dem Christuskind ihre Geschenke (Gold, Weihrauch und Myrrhe)  Anbetung · Balthasar · Bibel · Christus · Christuskind · Geschenk · Gewürz · Gold · Heilige Drei Könige · Joseph (Heiliger) · Kaspar · Kindheit (frühe) · König · Magier · Maria (Jungfrau) · Matthäus 02 · Melchior · Myrrhe · Neues Testament · Opfergabe · Weihrauch · anbieten · darbieten · drei","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2731",""
"Christus als Weltenrichter","Markt Erlbach","zusammenfassende Darstellung des Jüngsten Gerichts: Christus (mit Schwert und Lilie), oft von den Ältesten umgeben und manchmal von Maria und Johannes dem Täufer begleitet, erscheint im Himmel mit Engeln, die Posaunen blasen und manchmal die Leidenswerkzeuge halten; nach der Auferstehung der Toten werden die Seligen von Engeln in den Himmel geführt, während die Verdammten von Teufeln in die Hölle gezerrt werden  Aeltester · Auferstehung · Christus · Engel · Himmel · Hölle · Johannes der Täufer (Heiliger) · Jüngstes Gericht · Leidenswerkzeuge · Lilie · Maria (Jungfrau) · Religion · Schwert · Seligen (die) · Teufel · Trompete · Verdammter · Weltgericht · begleiten · christliche Religion · führen · übernatürlich · umgeben · zerren","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2725",""
"Architekturbekrönung mit Engel der Verkündigung an Joachim","Markt Erlbach","architektonische Details  Architektur · Berufe · Gesellschaft · Künstler · Kultur · Kunst · Zivilisation  die Verkündigung der Geburt Marias an Joachim durch einen Engel  Ahn · Anna (Heilige) · Bibel · Eltern · Engel · Hirte · Joachim (Heiliger) · Maria (Jungfrau) · Neues Testament · Schafhirte · Verkündigung · Wildnis · Wüste","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2740",""
"Architekturbekrönung","Markt Erlbach","architektonische Details  Architektur · Berufe · Gesellschaft · Künstler · Kultur · Kunst · Zivilisation","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2729",""
"Hll. Petrus und Paulus (Weltgericht)","Markt Erlbach","zusammenfassende Darstellung des Jüngsten Gerichts: Christus (mit Schwert und Lilie), oft von den Ältesten umgeben und manchmal von Maria und Johannes dem Täufer begleitet, erscheint im Himmel mit Engeln, die Posaunen blasen und manchmal die Leidenswerkzeuge halten; nach der Auferstehung der Toten werden die Seligen von Engeln in den Himmel geführt, während die Verdammten von Teufeln in die Hölle gezerrt werden  Aeltester · Auferstehung · Christus · Engel · Himmel · Hölle · Johannes der Täufer (Heiliger) · Jüngstes Gericht · Leidenswerkzeuge · Lilie · Maria (Jungfrau) · Religion · Schwert · Seligen (die) · Teufel · Trompete · Verdammter · Weltgericht · begleiten · christliche Religion · führen · übernatürlich · umgeben · zerren  der Apostel Petrus, erster Bischof von Rom; mögliche Attribute: Buch, Hahn, (umgekehrtes) Kreuz, Krummstab mit drei Querbalken, Fisch, Schlüssel, Schriftrolle, Schiff, Tiara  Apostel · Bischofsstab · Buch · Fisch · Hahn · Heiliger · Kreuz · Krummstab · Petrus (Heiliger) · Querbalken · Religion · Schiff · Schlüssel · Schriftrolle · Tiara · christliche Religion · übernatürlich · umgekehrt  der Apostel Paulus (von Tarsus); mögliche Attribute: Buch, Schriftrolle, Schwert  Apostel · Buch · Heiliger · Paulus (Heiliger) · Religion · Schriftrolle · Schwert · christliche Religion · übernatürlich","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2722",""
"Joachim bei seiner Herde","Markt Erlbach","die Verkündigung der Geburt Marias an Joachim durch einen Engel  Ahn · Anna (Heilige) · Bibel · Eltern · Engel · Hirte · Joachim (Heiliger) · Maria (Jungfrau) · Neues Testament · Schafhirte · Verkündigung · Wildnis · Wüste","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2738",""
"Johannes der Täufer als Fürbitter beim Jüngsten Gericht (Deesis)","Markt Erlbach","Maria und Johannes der Täufer mit Christus als Weltenrichter (vor dem sie eventuell knien): Deesis (beim Jüngsten Gericht)  Christus · Deesis · Fürsprache einlegen · Johannes der Täufer (Heiliger) · Jüngstes Gericht · Maria (Jungfrau) · Religion · Richter · Weltenrichter · Weltgericht · christliche Religion · knien · übernatürlich","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2726",""
"Zug der Seligen (Weltgericht)","Markt Erlbach","zusammenfassende Darstellung des Jüngsten Gerichts: Christus (mit Schwert und Lilie), oft von den Ältesten umgeben und manchmal von Maria und Johannes dem Täufer begleitet, erscheint im Himmel mit Engeln, die Posaunen blasen und manchmal die Leidenswerkzeuge halten; nach der Auferstehung der Toten werden die Seligen von Engeln in den Himmel geführt, während die Verdammten von Teufeln in die Hölle gezerrt werden  Aeltester · Auferstehung · Christus · Engel · Himmel · Hölle · Johannes der Täufer (Heiliger) · Jüngstes Gericht · Leidenswerkzeuge · Lilie · Maria (Jungfrau) · Religion · Schwert · Seligen (die) · Teufel · Trompete · Verdammter · Weltgericht · begleiten · christliche Religion · führen · übernatürlich · umgeben · zerren","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2721",""
"Kreuzigung Christi","Markt Erlbach","der gekreuzigte Christus mit Maria und Johannes zu beiden Seiten des Kreuzes  Bibel · Christus · Golgatha · Johannes 19 · Johannes der Evangelist (Heiliger) · Kalvarienberg · Kreuz Christi · Kreuzigung · Kreuzigungsgruppe · Lukas 23 · Maria (Jungfrau) · Markus 15 · Matthäus 27 · Neues Testament · Passion Christi · Tod · letzte Stunden","10.65101388888900","49.49075277777800","1370-01-01","","","","Bayern","http://id.corpusvitrearum.de/images/2728",""
